泉		3.693	3.938	0.245	えっと
泉		4.438	5.459	1.021	じゃあナス
泉		6.52	8.928	2.408	ナスについてなんですけど
泉		9.274	10.101	0.827	ナスが
泉		10.829	11.941	1.112	日本に来たのは
泉		13.291	14.393	1.102	７世紀ごろで
泉		15.657	16.198	0.541	インドから
泉		17.682	19.029	1.347	渡来したって感じで
泉		19.536	19.791	0.255	で
泉		20.171	20.477	0.306	あのー
泉		22.036	26.831	4.795	今は日本人の食生活には欠かせないものとなっていて、栽培もすごい簡単で
泉		27.288	31.911	4.623	あの、家庭栽培の野菜としてすごい親しまれている
泉		32.218	33.463	1.245	ていう感じになってます
泉		33.909	35.072	1.163	で、そのー
泉		35.477	39.079	3.602	栽培が簡単って話なんですけど、その栽培について
泉		39.958	40.928	0.97	言っていくと
泉		41.319	44.543	3.224	種まきから発芽まで約100日間
泉		45.776	47.001	1.225	に、日数が
泉		47.783	48.283	0.5	かかりまして
泉		48.991	49.563	0.572	で、その
泉		50.101	51.132	1.031	詳しい発芽内容
泉		51.686	53.257	1.571	その成長内容ってのは
泉		53.509	53.897	0.388	まず、その
泉		54.886	60.6	5.714	主な茎って書いて、主茎かな、多分、主茎が生えてきてそっから
泉		62.437	69.6	7.163	側に枝って書いて人偏書いてリって側枝ってやつが生えてきて
泉		69.976	70.323	0.347	で
泉		71.167	76.392	5.225	そっから葉えきっていう葉っぱとえきはひらがななんですけど、葉えきが来て
泉		76.901	77.237	0.336	で
泉		78.292	80.292	2.0	次、花が咲くんですけど
泉		81.301	83.954	2.653	両方の、性別の、花
泉		84.116	85.106	0.99	両性花
泉		87.132	87.306	0.174	は
泉		88.922	91.279	2.357	咲いて、それが自家受粉
泉		92.206	92.542	0.336	して
泉		93.318	95.185	1.867	発芽するっていう感じです
泉		95.479	95.775	0.296	で
泉		97.921	98.503	0.582	はい、で
泉		99.118	101.282	2.164	これがナスの栽培なんですけど
泉		101.668	102.035	0.367	えっと
泉		102.155	103.053	0.898	温度管理とかは
泉		103.408	105.642	2.234	大体25度から30度ぐらいで
泉		106.114	106.451	0.337	で
泉		107.341	108.066	0.725	昼間が
泉		108.232	108.579	0.347	その
泉		109.414	110.632	1.218	昼と夜で
泉		110.632	111.05	0.418	あのー
泉		111.982	113.401	1.419	温度変えないとダメで
泉		114.005	114.607	0.602	昼は
泉		114.643	114.857	0.214	あの
泉		116.391	117.33	0.939	20から22度
泉		118.367	124.123	5.756	で、あ、違う、昼は30度ですね、昼30度で夜が20から25度
泉		124.641	124.998	0.357	です
泉		125.184	125.378	0.194	で
泉		125.984	126.331	0.347	えーと
泉		126.626	128.32	1.694	温度はそんぐらいです
泉		128.768	129.339	0.571	えー確か
泉		130.164	130.399	0.235	そのー
泉		131.167	132.147	0.98	気温はそれで
泉		132.35	132.559	0.209	そのー
泉		132.559	133.488	0.929	土の温度
泉		134.643	139.092	4.449	土の温度の、根の温度は大体20度前後
泉		139.263	139.661	0.398	ですね
泉		141.358	141.623	0.265	で
泉		141.722	142.631	0.909	えーと、あとー
泉		143.582	144.827	1.245	ナスに必要なのは
