鈴木		36.12	37.75	1.63	僕から行きます
鈴木		44.235	44.595	0.36	えー
鈴木		45.885	46.575	0.69	日本に
鈴木		47.05	48.5	1.45	あっインドから
鈴木		50.035	52.395	2.36	日本に７世紀頃伝わって
鈴木		62.375	64.745	2.37	栽培しやすい植物
鈴木		76.345	78.245	1.9	種まきから収穫までは
鈴木		78.855	79.565	0.71	約100日
鈴木		96.16	97.27	1.11	主茎
鈴木		98.195	99.135	0.94	しゅくき
鈴木		100.305	101.415	1.11	主茎から
鈴木		108.33	110.42	2.09	芽が盛んに出てくる
鈴木		120.765	121.115	0.35	葉
鈴木		121.84	122.59	0.75	葉えき
鈴木		123.855	125.245	1.39	に両性花
鈴木		132.665	133.365	0.7	が咲く
鈴木		137.975	138.295	0.32	で
鈴木		138.655	140.775	2.12	自家受粉を行う
鈴木		155.615	155.845	0.23	で
鈴木		156.03	159.17	3.14	発芽には25度から30度が適している
鈴木		167.96	171.12	3.16	変温管理で昼30度
鈴木		171.97	175.9	3.93	夜20度から25度が適している
鈴木		187.43	189.85	2.42	夜が20度から25度
鈴木		194.145	195.155	1.01	昼が30度
鈴木		200.135	205.075	4.94	果実の肥大には22度から26度が適している
鈴木		210.195	210.975	0.78	22から26度
鈴木		221.765	224.695	2.93	で根っこは20度が適している
鈴木		225.4	227.44	2.04	20度前後が適している
鈴木		233.145	233.455	0.31	うん
鈴木		245.36	245.85	0.49	にっあっ
鈴木		246.375	249.745	3.37	日光が少なくなると落下しやすくなる
鈴木		264.32	264.92	0.6	青
鈴木		266.26	267.52	1.26	茂に
鈴木		279.74	280.59	0.85	によって
鈴木		281.93	282.9	0.97	紫外線が
鈴木		283.685	285.695	2.01	紫外線が多くなると
鈴木		288.09	289.11	1.02	過繁茂
鈴木		289.365	290.195	0.83	過繁茂じゃない
鈴木		294.24	296.11	1.87	紫外線が少なくなると
鈴木		298.295	299.675	1.38	アントシアニン
鈴木		306.235	307.175	0.94	が少なくなり
鈴木		308.015	309.445	1.43	アントシアニンが少なくなり
鈴木		310.28	311.38	1.1	色が薄くなる
鈴木		317.9	319.59	1.69	そうすると商品価値が下がる
鈴木		330.465	332.335	1.87	根が深く伸びる
鈴木		345.94	347.47	1.53	砂で栽培をすると
鈴木		348.4	349.51	1.11	早く育つけど
鈴木		351.035	352.215	1.18	長期間の
鈴木		352.695	354.075	1.38	栽培が難しくなる
鈴木		371.78	372.35	0.57	んで
鈴木		373.255	374.385	1.13	粘土で育てると
鈴木		376.52	377.86	1.34	青ーは
鈴木		379.09	380.77	1.68	粘土で育てると
鈴木		383.45	386.43	2.98	青に枯れるに病気の病
鈴木		387.92	389.05	1.13	にかかりやすくなる
鈴木		391.02	391.56	0.54	青に
鈴木		392.97	393.72	0.75	枯れる
鈴木		397.52	397.74	0.22	はい
鈴木		398.41	399.99	1.58	にかかりやすくなる
鈴木		405.605	405.995	0.39	あー
鈴木		405.995	407.125	1.13	粘土で育てる
鈴木		413.22	413.495	0.275	えー
鈴木		413.495	413.955	0.46	最後に
鈴木		415.915	416.525	0.61	土壌の
鈴木		417.93	418.34	0.41	えーと
鈴木		419.005	423.375	4.37	土壌はPH5から7.0が適している
鈴木		425.977	428.187	2.21	5.0から7.0が適している
鈴木		430.232	430.722	0.49	以上です
鈴木		436.097	436.537	0.44	主茎
鈴木		437.017	438.207	1.19	主茎から
鈴木		442.292	443.932	1.64	これが盛んに
鈴木		444.452	445.532	1.08	発生する
鈴木		450.862	451.382	0.52	側
鈴木		452.032	452.462	0.43	枝
鈴木		466.567	466.987	0.42	葉えき
鈴木		469.592	471.002	1.41	葉えきに両性花
鈴木		636.89	637.47	0.58	発芽分化？
鈴木		639.52	640.03	0.51	あー
鈴木		1019.13	1020.1	0.97	ちゃく
鈴木		1282.216	1283.071	0.855	分類は
鈴木		1287.265	1288.232	0.967	んー
鈴木		1305.413	1306.013	0.6	ナスが
鈴木		1306.013	1307.024	1.011	えっと
鈴木		1308.996	1309.851	0.855	深くて
鈴木		1312.872	1313.705	0.833	深くて
鈴木		1317.432	1318.777	1.345	排水性の良い土壌
鈴木		1321.774	1324.252	2.478	土壌の深くて排水声の良い土壌
鈴木		1365.619	1367.241	1.622	ナスとトマトは一緒だよね
鈴木		1455.965	1456.532	0.567	南米
鈴木		1468.82	1470.076	1.256	あったかい地層
及川		209.095	209.455	0.36	22度？
及川		230.79	232.5	1.71	根が張るにはってことですか
及川		395.895	397.085	1.19	青に枯れる病気に
及川		457.607	459.327	1.72	これが盛んに発生したことで
及川		459.327	460.677	1.35	？？？
及川		471.037	471.547	0.51	両性花
及川		475.362	477.262	1.9	両性花てのは自己受粉だから
及川		479.137	481.097	1.96	めしべとおしべがどっちも生えるみたいな
及川		484.742	485.372	0.63	(笑い声)
及川		496.005	496.545	0.54	トマト
及川		497.025	497.805	0.78	トマトは
及川		501.115	501.505	0.39	えー
及川		501.505	503.505	2.0	世界的に広く栽培されている
及川		507.025	508.025	1.0	野菜の一つです
及川		514.915	516.925	2.01	ビタミンや無機質が豊富で
及川		533.55	535.19	1.64	使われる範囲も広く
及川		543.3	546.16	2.86	？？？
及川		548.72	550.31	1.59	？？？
及川		551.54	552.16	0.62	えーと
及川		552.47	554.79	2.32	南米から世界に広がり
及川		566.78	567.21	0.43	えーと
及川		567.4	570.13	2.73	１８世紀ごろから日本で
及川		571.48	572.7	1.22	栽培されている
及川		586.46	588.62	2.16	発芽、種まきから発芽までが
及川		589.83	591.01	1.18	6から１０日
及川		599.83	602.48	2.65	育苗期間が60日くらい
及川		615.38	616.68	1.3	で温度が
及川		618.6	619.3	0.7	えっと
及川		619.92	620.54	0.62	？？？
及川		633.21	634.07	0.86	？？？
及川		635.08	636.12	1.04	花芽、分化
及川		638.44	639.67	1.23	分かれるに
及川		641.74	642.92	1.18	で花芽分化
及川		647.225	648.705	1.48	花、花、花
及川		649.765	650.225	0.46	花が
及川		656.905	657.485	0.58	花に芽を
及川		662.62	663.5	0.88	？？？
及川		663.81	664.21	0.4	えーと
及川		667.85	670.2	2.35	開花後50日ほどで収穫
及川		688.67	688.88	0.21	で
及川		689.47	690.17	0.7	えーと
及川		692.6	695.21	2.61	発芽の適温がジャガイモと一緒で
及川		695.69	696.82	1.13	25度から30度
及川		700.66	702.06	1.4	ジャガイモじゃないナスか
及川		703.14	705.49	2.35	ナスしかやってないな、ナスと一緒やった
及川		716.59	716.88	0.29	で
及川		718.1	719.93	1.83	昼と夜の温度差があって
及川		721.04	722.32	1.28	生育適温は
及川		722.67	724.21	1.54	昼間が25度前後
及川		727.96	728.53	0.57	25度前後
及川		729.98	731.37	1.39	で、夜が15度前後
及川		737.53	739.57	2.04	土壌は選ばないが
及川		743.86	744.49	0.63	えっと
及川		744.805	745.755	0.95	まぁ深、深い
及川		747.07	747.4	0.33	土
及川		751.29	753.09	1.8	深く掘ってあるところで
及川		754.39	755.55	1.16	排水が良い
及川		761.59	762.47	0.88	有機質の
及川		767.41	767.69	0.28	ゆう
及川		768.19	770.11	1.92	有機質の多い
及川		785.07	785.34	0.27	えー
及川		786.01	788.71	2.7	湿度が低い環境の方が好ましい
及川		1011.045	1011.815	0.77	がんばれがんばれ
及川		1015.34	1017.08	1.74	ちゃく、ちゃく、何とか
及川		1018.16	1018.65	0.49	ちゃく
及川		1021.03	1021.58	0.55	Lol
及川		1022.94	1023.95	1.01	着く蕾
及川		1030.12	1030.69	0.57	こんなん
及川		1054.185	1055.205	1.02	これも２週間
及川		1135.965	1137.443	1.478	10度から23度
及川		1207.312	1208.179	0.867	大丈夫
及川		1218.268	1219.846	1.578	結局収穫までは
及川		1222.523	1224.7	2.177	なんやったけな20から30までで
及川		1254.1	1255.056	0.956	２ヶ月以上
及川		1279.112	1280.178	1.066	ちょっとない
及川		1288.909	1290.142	1.233	共通点あります
及川		1292.441	1294.23	1.789	土壌はナスとトマトは
及川		1295.374	1297.663	2.289	土壌はジャガイモとトマトも一緒
及川		1297.929	1298.507	0.578	トマトが
及川		1301.348	1302.071	0.723	でナスが
及川		1304.864	1305.32	0.456	えーと
及川		1311.078	1311.845	0.767	深くて
及川		1319.164	1320.053	0.889	一緒や
及川		1340.61	1342.587	1.977	適温は、温度は
及川		1346.022	1346.911	0.889	えーと
及川		1347.455	1351.022	3.567	温度はナスとトマトは一緒でジャガイモが違う
及川		1357.676	1358.365	0.689	生育
及川		1361.414	1362.769	1.355	生育温度が低い？
及川		1363.825	1365.436	1.611	発芽の温度が低い
及川		1367.374	1369.796	2.422	25度から30度の間
及川		1428.797	1429.274	0.477	そうね
及川		1455.649	1456.26	0.611	南米
及川		1458.197	1460.164	1.967	アメリカ大陸だから多分南米
及川		1463.055	1466.588	3.533	あったかいところ無理やから北の上の方じゃない
及川		1473.119	1475.264	2.145	上もジャガイモ下もジャガイモ
及川		1482.036	1482.669	0.633	あーそっか
及川		1483.918	1485.23	1.312	まぁアメリカって大きい
新保		186.435	186.885	0.45	夜って？
